Nr	mı Tỏaq	English	Proofread (by)		✔️	❌	❓	Recorded (by)			
séu	mủa tỏamē (example sentence) 	example translation (mủa tỏaqdōasē)	Hỏemāı	Chảı	Hỏaqgīo	Ilmen	Tảq	Hỏemāı	Tảq	Ilmen	Chảı
A0001	Nủokūaı jí da.	I'm tired.		✔️	✔️						
A0002	Nủokūaı súq da.	You are tired.		✔️	✔️						
A0003	Nủokūaı hó da.	They are tired.		✔️	✔️						
A0004	Mả nủokūaı súq moq.	Are you tired?		✔️	✔️						
A0005	Bủa súq tì hı moq.	Where do you live?		✔️	✔️	✔️					
A0006	Tỉ hó ní da.	They are here.		✔️	✔️	✔️					
A0007	Bủ tỉ hó ní da.	They are not here.		✔️	✔️	✔️					
A0008	Bủajīo máq da.	It's a house.		✔️	✔️	✔️					
A0009	Mả bủajīo ní moq.	Is this a house?		✔️	✔️	✔️					
A0010	Tỉ déo hı moq.	Where are the children?		✔️	✔️	✔️					
A0011	Bủ nỉe déo búajīo da.	The children are not inside the house.		✔️	✔️	✔️					
A0012	Bủı déo búajīo da.	The children are outside the house.		✔️	✔️	✔️					
A0013	Jảq pỉekūaı jí da.	I'm very thirsty.		✔️	✔️	✔️					
A0014	Mả pỉekūaı súq moq.	Are you thirsty?		✔️	✔️	✔️					
A0015	Pỉe súq ba.	Drink!		✔️	✔️	✔️					
A0016	Chỏ jí baq nảo da.	I like water.				✔️					
A0017	Bủ chỏ jí baq bỉrā da.	I don't like beer.				✔️					
A0018	Bỉa hó da.	He is sick.		✔️	✔️	✔️					
A0019	Chủfāq bủa hó sa bỉajīo da.	He is staying at some hospital.		✔️	✔️						
A0020	Mả kỏa ní nảo moq.	Is this water cold?		✔️	✔️	✔️					
A0021	Bủ kỏa máq da.	It is not cold.		✔️	✔️	✔️					
A0022	Chỉ jí hêq náo sa cỉe da.	I believe the water contains some fish.		✔️	✔️						
A0023	Shỉ dẻ cỏa gào náo da.	There is a beautiful bridge above the water. 		✔️	✔️	✔️					
A0024	Dẻ níchāq da.	Today is beautiful.		✔️	✔️	✔️					
A0025	Chủq jí rào níchāq sa cỉe da.	I ate some fish today.		✔️	✔️	❓					
A0026	Kỉachāq níchāq da.	Today is Monday.		✔️	✔️	✔️					
A0027	Kỉarēo pójī kỉaq da.	My hair is red.		✔️	✔️	❓					
A0028	Mả bủaı póhō kỉaq moq.	Is his hair long?		✔️	✔️	✔️					
A0029	Chũfāq bı nủo bébē da.	The baby is sleeping.		✔️	?	✔️					
A0030	Pủ shỏ shỉe bébē da.	The baby woke up.		✔️	✔️	✔️					
A0031	Tỉ go hı sa cỉurīaq moq?	Where is there a toilet?		✔️	?	✔️					
A0032	Chỏ hó cháı da.	He likes the tea.		✔️	✔️	✔️					
A0033	Pủ pủa pỉe jí cháı da.	I enjoyed drinking the tea.		✔️	✔️	✔️					
A0034	Nỏqgī baq chảı da.	Tea tastes good.				✔️					
A0035	Dảqfāı chủqkūaı jí da.	It's often the case that I'm hungry.		✔️	✔️	✔️					
A0036	Dủ chủqkūaı súq da.	You seem hungry.		✔️	✔️	✔️					
A0037	Shảo jí chûq súq ní da.	I want you to eat this.		✔️	✔️	✔️					
A0038	Chủa hı rảı súq moq.	What is your name?		✔️	✔️	✔️					
A0039	Chủa hı rảı ní moq.	What is the name of this?		✔️	✔️	✔️					
A0040	Bủ dủa jí chûa hı rảı ní da.	I don't know what this thing is named.		✔️	✔️	✔️					
A0041	Bủo chúıhāq da.	Breakfast is ready.		✔️	✔️	✔️					
A0042	Fả déo chíejīo ba.	May the child go to the school.		✔️	✔️	✔️					
A0043	Chỉe jí rào tu chảq sa nïq da.	I learn something new every day.		✔️	❌	❓					
A0044	Chỏ jí súq da.	I'm fond of you.		✔️	✔️	✔️					
A0045	Tủa chỉe súq jí ba.	Teach me.		✔️	?	✔️					
A0046	Chủfāq gẻı hó sa sảo chẻa da.	He's wearing a big hat.		✔️	✔️						
A0047	Lủaı ní chẻa da.	This hat is funny.		✔️	✔️						
A0048	Mả hẻqshēa chéoq moq.	Is the bottle empty?		✔️	✔️						
A0049	Lủı pỏaq chéoq da.	The bottle has broken.		✔️	✔️						
A0050	Mủoq shỉa máq da.	It's made of glass.		✔️	?						
A0051	Dủa súq dâı hóq da.	You know that it is possible.		✔️	✔️						
A0052	Bủ dảı hóq da.	It is not possible.		✔️	✔️						
A0053	Jỉa tỉ dãı jí ríaq da.	I may be there in the future.		✔️	✔️						
A0054	Dủa jí dûa jí sıa da.	I know that I know nothing.		✔️	✔️						
A0055	Mả dảı hóq moq.	Is it possible?		✔️	✔️						
A0056	Nỉq ní dỉaqkūe da.	This monthly periodical is new.		✔️	✔️						
A0057	Bủ nỉq ní dỉaqkūe da.	This monthly periodical is not new.		✔️	✔️						
A0058	Gẻo díaqkūe da.	The monthly periodical is old.		✔️	✔️						
A0059	Nỏaq dĩaq súq ba.	Read regularly!		✔️	✔️						
A0060	Dỉaq sủaıkōı jí da.	I regularly run.		✔️	✔️						
A0061	Sủaıkōı jí dĩaq da.	I run regularly.		✔️	✔️						
A0062	Gỉ díosīao ba.	May the morning be good.		✔️	✔️						
A0063	Chủq hó baq chủıhāq rào baq dỉosīao da.	He eats breakfast in the morning.									
A0064	Dỏq ní kỉaq da.	This hair is short.		✔️	✔️						
A0065	Mả chủq dĩaq súq moq.	Do you eat regularly?		✔️	✔️						
A0066	Dẻ súq da.	You are beautiful.		✔️	✔️						
A0067	Jảq dẻ súq da.	You are very beautiful.		✔️	✔️						
A0068	Mả dẻ ní moq.	Is this beautiful?		✔️	✔️						
A0069	Bủ dẻq nỏaq jí da.	I can't read.		✔️	✔️						
A0070	Mả dẻq lỉaı súq moq.	Can you swim?		✔️	✔️						
A0071	Rào níchāq bı dẻq jí tu da.	Today, I can do anything.		✔️	✔️						
A0072	Dẻq ní dẻo sa lủ bủ dẻq jí hóa da.	This kid can do things that I can't do.		✔️	✔️						
A0073	Chủfāq fả jí jéarīaq da.	I am going to the store.		✔️	✔️						
A0074	Fả súq náokūa ba.	Visit the bathroom.		✔️	❌						
A0075	Fả súq hı rảı moq.	Where are you going?		✔️	✔️	✔️					
A0076	Shảo jí gâq súq hó rào níchāq da.	I want you to accompany him today.		✔️	✔️						
A0077	Kúe pa gủq tóqfūa na ru nẻo déaq da.	The book is on the floor underneath the table.		✔️	✔️						
A0078	Sảo gủa Fárāqsēgūa da.	France is a big country.		✔️	✔️						
A0079	Mả gủa Kánādāgūa moq.	Is Canada a country?		✔️	✔️	✔️					
A0080	Pủ jỉu jí tì ní gủa da.	I was born in this country.		✔️	✔️	✔️					
A0081	Bủ tỉ hó gúaırīaq da.	He isn't at work.		✔️	✔️	✔️					
A0082	Mả tỉjāo gúaırīaq pósūq bủajīo moq.	Is the workplace far from your house?		✔️	✔️	✔️					
A0083	Bủ hóq da.	It's not true.		✔️	✔️						
A0084	Tỉjūı máq chíejīo da.	It's close to the school.		✔️	✔️						
A0085	Gủaı jí nãı da.	I'm working.		✔️	✔️	✔️					
A0086	Kùı hı bı bủ gủaı súq moq.	Why aren't you working?		✔️	✔️						
A0087	Chỏ jí gûaı jí rào baq nủaq da.	I like working at night.									
A0088	Mả gỉ máq moq.	Is it good?		✔️	✔️						
A0089	Jảq gỉ máq da.	It's very good.		✔️	✔️						
A0090	Gỉ cháq da.	The day is good.		✔️	✔️						
A0091	Gỉ núaq da.	The night is good.		✔️	✔️						
A0092	Mả pủa hủosī súq baq gỉaq moq.	Do you enjoy listening to music?									
A0093	Pủa hủosī jí baq gỉaq jãq da.	I really enjoy listening to music.									
A0094	Hủosī jí baq gỉaq rào tu chảq da.	I listen to music every day.									
A0095	Chỏ súq hı gỉaq moq.	What music do you like?		✔️	✔️						
A0096	Dẻ ní gỉaq da.	This music is beautiful.		✔️	✔️						
A0097	Chỏ jí lû rào baq lủ gủo hóa nûo jí bı gẻı jí sıa da.	I like the fact that when I sleep, I wear nothing.									
A0098	Shỉe jí rào baq dỉo da.	I'm awake during the day. 									
A0099	Nủo jí rào baq nủaq da.	I'm asleep at night.									
A0100	Sa gẻo pỏq pa pủa chủq baq gủı da.	Some old people like to eat grains.									
A0101	Pủ gẻı jí bíkīnī tì néaqrēa da.	I wore the bikini at the beach.		✔️	✔️	✔️					
A0102	Kủorēo pójī bỉkīnī da.	My bikini is black.		✔️	✔️						
A0103	Nỏqgī ní hảq da.	This food tastes good.		✔️	✔️						
A0104	Mả nỏqgī ní súq moq.	Does this taste good to you?		✔️	✔️						
A0105	Mỏaq jí lû bảorēo táqchāo da.	I remember that the car is white.		✔️	✔️						
A0106	Mả mỏaq súq sıa rảı moq.	Do you remember nothing?		✔️	✔️						
A0107	Hẻ jỏe mỏaq jí da.	I have a good memory.		✔️	✔️						
A0108	Hẻ bủ jỏe mỏaq jí da.	I don't have a good memory.		✔️	✔️						
A0109	Hẻ nỉeq mỏaq jí da.	I have a bad memory.		✔️	✔️						
A0110	Jỏetāo súq ba.	Practice.		✔️	✔️						
A0111	Jỏetāo jí ba.	May I practice.		✔️	✔️						
A0112	Jỏetāo hó rào tu nủaq da.	He practices every night.		✔️	✔️						
A0113	Hı hảq pa lủ shảo súq bôjēa jí hóa moq.	What food do you want me to buy?		✔️	✔️						
A0114	Mả dủı lỏq háq moq.	Is the food too hot?		✔️	✔️	✔️					
A0115	Dủı lỏq háq da.	The food is too hot.		✔️	✔️						
A0116	Jẻa bỏ hó tì jéarīaq sa hảq da.	He buys some food at the store.		✔️	✔️						
A0117	Chỏaıjāq ní hảq da.	This food is expensive.		✔️	✔️						
A0118	Kùı hı bı beı chỏaıjāq ní hảq moq.	Why is this food so expensive?		✔️	?						
A0119	Bủ chỏaıjāq máq da.	It isn't expensive.		✔️	✔️						
A0120	Chỏaıtūao máq da.	It's cheap.		✔️	✔️						
A0121	Mả hủı háq moq.	Is the food bad?		✔️	✔️	✔️					
A0122	Púchāq pa hủı chảq da.	Yesterday was a bad day.		✔️	✔️						
A0123	Mả hủı chỏaqjīo máq moq.	Is it a bad hotel?		✔️	✔️						
A0124	Bủ hủı hóı chỏaqjīo da.	The afermentioned hotel isn't bad.		✔️	✔️						
A0125	Hủogāı jí sıa da.	I hear nothing.		✔️	✔️						
A0126	Baq ẻlū bı bủaı húohūa pỏ máq da.	About elephants: they have long ears.									
A0127	Hủosī ba.	Listen!		✔️	✔️					Ilmen	
A0128	Hủogāı jí sa lảq da.	I hear a sound.		✔️	✔️					Ilmen	
A0129	Mả hủosī súq moq.	Are you listening?		✔️	✔️					Ilmen	
A0130	Gỉ sa dảqmōa da.	There are good moments.		✔️	✔️					Ilmen	
A0131	Hủı sa dảqmōa da.	There are bad moments.		✔️	✔️					x	
A0132	Hỉo jí súq ka.	Hello to you.		✔️	✔️					Ilmen	
A0133	Bũ rào pú bı hỉo hó jí da.	He didn't greet me.		✔️	!					Ilmen	
A0134	Bủa jí Héorōpā da.	I live in Europe.		✔️	❌						
A0135	Bủa hó Mérīkā da.	He lives in America.		✔️	❌					Ilmen	
A0136	Bủ dủa jí tî pójī jảokūq hı da.	I don't know where my phone is.		✔️	✔️						
A0137	Mả lủı tỉdūashō súq pójī jảokūq moq.	Have you found my phone?		✔️	✔️						
A0138	Bủ pỏjī jảokūq ní da.	This is not my phone.		✔️	✔️						
A0139	Rào shíjūe bı nỉaoshūa da.	In January it snowed.		✔️	✔️						
A0140	Sỉao shíjūe níq nỉaq da.	January is the beginning of the new year.		✔️	✔️						
A0141	Bủ dảqfāı nîaoshūa tì pó jí na rào baq gủjūe da.	It doesn't often snow in February where I am.									
A0142	Gújūe pa sỏq dỏq júe da.	February is the shortest month.		✔️	✔️						
A0143	Chỏsōq jí júe säqjūe da.	I like the month that is March the most.		✔️	✔️						
A0144	Dảqshīu baq sảqjūe sa nẻı mẻahēo jëq hóa hóı lî pảq ja hı nỉaq da.	A March comes before nine other months of the same year. 			?						
A0145	Cúaq jỏjūe bı cả mỏı pó máq jí baq dủao ra rủa da.	Do you like April?			❌						
A0146	Mả chỏ súq baq jỏjūe moq.				❌						
A0147	Jỉu pójī nảqpāo rào sa fẻjūe da.	My dad was born in May.		✔️	✔️						
A0148	Tảo súq hı rảı rào tu fẻjūe moq.	What do you do every May?		✔️	✔️						
A0149	Dảqfāı rủaq jí âı baq cỉjūe nárāq da.	I often say that June is the orange month.									
A0150	Tu shỉ cỉjūe cëo chỉe jí sıa tỏaq rào hóa pa hủı da.	A June in which I don't start learning a new language is bad.		✔️	!						
A0151	Tì pójī gủa rào tu dỉaıjūe bı lủaq púqjī sa gỉopōaq da.	In my country, every July we play with fireworks.		✔️	✔️						
A0152	Cúaq dỉaıjūe pa jảq sủao jìe pójī nảqpāo da.	July is very important to my dad.		✔️	❌						
A0153	Chỏe tîshūe jí na róaıjūe da.	My stay lasts until August.		✔️	✔️						
A0154	Rỉu dủq chỉe jí rào baq rỏaıjūe da.	I generally go back to school in August.			? 						
A0155	Bòı néıjūe bı, dủq chỉe jí da.	Starting September, I'll be going to school.		✔️							
A0156	Ku néıjūe pa	It's September that		✔️							
A0157	Mí Hảlō'īq pa, rảo hı chảq pảq hẻıjūe moq?	Halloween… which day of October is that?		✔️		!					
A0158	Túqsīe da.	It's the last one.		✔️							
A0159	Ỏ, hảı hẻıshījūe da!	Whoa, it's already November!		✔️							
A0160	Bủtīfā shìu héıshījūe súq ba.	Leave before November!		✔️							
A0161	Tủqsīe héıgūjūe júe da.	December is the last of the months.		✔️							
A0162	Dảqfāı kỏa río baq hẻıgūjūe da.	It is usually cold in December.									
A0163	Rào jíachāq bı fả jí Fárīkā da.	I'm going to Africa tommorow.		✔️	✔️						
A0164	Tảo súq rào jíachāq hı moq.	What are you doing tommorow?		✔️	✔️						
A0165	Pủ hı moq.	What happened?		✔️	✔️						
A0166	Jỉa hı moq.	What will happen?		✔️	✔️						
A0167	Nảı hı moq.	What is happening?		✔️	✔️						
A0168	Jíaq pa dẻ ru sảo da.	The world is beautiful and big.		✔️	✔️						
A0169	Fả súq níjāo gẻabūaı jỉo ba.	Go to that tall building!		✔️	✔️						
A0170	Tỉo gẻo ní jỉo moq.	How old is this building?		✔️	✔️						
A0171	Jảq gẻo ní jỉo da.	This building is very old.		✔️	✔️						
A0172	Jảq dẻ baq rủa jìe hó da.	The flowers are very beautiful to him.			baq						
A0173	Gỉ hóq jìe jí da.	It is good to me.		✔️	❌						
A0174	Jỉaı súq pójī mủq ba.	Hold my hand.		✔️	✔️						
A0175	Chủfāq jỉaı hó sa shảmū da.	He is holding an apple.		✔️	✔️						
A0176	Mả chỉ súq lû jỉao moq.	Do you believe in god?		✔️	✔️						
A0177	Mả chỉ súq lû jỉq sa jỉao moq.	Do you believe any gods exist?		✔️	✔️						
A0178	Bủ chủq súq shámū ba.	Don't eat the apple.		✔️	✔️						
A0179	Hẻ lủerēo baq mảojā da.	Bananas are yellow.			baq						
A0180	Dỏa bỏ súq lúerēo jí ba.	Give me the yellow thing.		✔️	❌						
A0181	Nỏalīe hó pó ní jỏa da.	He is frustrated about this week.		✔️	?						
A0182	Chỏaqfā hó rào pújōa jí da.	He visited me last week.		✔️	✔️						
A0183	Lảo jí jóafāo da.	I am waiting for the weekend.		✔️	❌						
A0184	Tu pỏq pa chỏ báq jỏafāo da.	Everyone likes the weekend.		✔️	baq						
A0185	Rảo tu jóafāo sa mỉochāq roı sa lỏachāq da.	It is the weekend on every Saturday and Sunday.		✔️	?						
A0186	Jỏaı súq chũfāq hı moq.	What are you looking for?		✔️	✔️						
A0187	Jỏaı sủq jí da.	I'm looking for you.		✔️	✔️						
A0188	Rào kúaochāq bı cẻo jỏetāo jí ba.	May I start practising on Friday.		✔️	✔️						
A0189	Pủ jẻa bỏ jí sa pủıdūı da.	I bought too many things.		✔️	?						
A0190	Jẻo hóq da.	It's true.		✔️	✔️						
A0191	Jẻo sıa lủ rủaq súq hóa da.	Nothing you say is true.		✔️	✔️						
A0192	Bủ hóq dũafūı da.	It isn't, obviously.		✔️	✔️						
A0193	Hủaqchō súq baq kảfē rı chảı moq.	Do you prefer coffee or tea?		✔️	❌						
A0194	Kủorēo ní kảfē da.	This coffee is black.		✔️	✔️						
A0195	Bủ pỉe déo sa kảfē ba.	May the child not drink coffee.		✔️	❌						
A0196	Kảqgāı jí súq da.	I see you.		✔️	✔️						
A0197	Bủ kảqgāı jí máq da.	I don't see it.		✔️	✔️						
A0198	Kảqgāı súq hı moq.	What do you see?		✔️	✔️						
A0199	Mả kảqgī ní jìe súq moq.	Does this look good to you?		✔️	✔️						
A0200	Ní kảqhūa pa mỉorēo da.	This eye is blue.		✔️	✔️						
A0201	Chỏ hó baq tỉaqrēo kảqhūa da.	He likes brown eyes.		✔️	baq						
A0202	Nảı jẻaq gỉ lúa da.	The story gets better.		✔️	❌						
A0203	Lỏq jẽaq kúa da.	The room is increasingly warm.		✔️	✔️						
A0204	Rủqshūa da.	It's raining.		✔️	✔️						
A0205	Mả dảqfāı rủqshūa moq.	Does it frequently rain?		✔️	✔️						
A0206	Mả hỏ ní moq.	Is that him?		✔️	✔️						
A0207	Hỉo ka.	Hello!		✔️	✔️						
A0208	Pủa chủq súq ba.	Enjoy your meal!		✔️	✔️						
A0209	Pủ dỏa bỏ hı rảı ní súq moq.	Who gave this to you?		✔️	✔️						
A0210	Dỏa bỏ súq ní pójī nảqpīa ba.	Give this to my brother.		✔️	✔️						
A0211	Hảı kảqgāı jí sa sỉu nỉ da.	I've already seen something like that.		✔️	❌						
A0212	Jảı hó kùı jîajūı jéaqcāo da.	He's happy because it will soon be spring.		✔️	✔️						
A0213	Jẻaq sủaı pósūq ba.	Go faster!		✔️	✔️						
A0214	Kùı nâı jéaqcāo bı cẻo rûa tì sa pủı da.	Because it's spring, flowers are popping up all over the place.		✔️	❌						
A0215	Mả jẻı hó ní moq.	Is he this guy?		✔️	✔️						
A0216	Lủ bảı lũı jí hóa na ní da.	This is the thing made by me.		✔️	❌						
A0217	Jẻı jí lú jỉa tảı hóa ba.	May I be the one to succeed!		✔️	✔️						
A0218	Chủfāq pẻo hó mí Sảhārā ga nëaqgūaq da.	He is passing through the Sahara desert.		✔️	?						
A0219	Shảı nủ kảqsī súq jí ba.	Stop looking at me like that.		✔️	✔️						
A0220	Kảqsī hó dùoı sa shỉ hỏrā baq pủao da.	He looks at clouds for an hour.		✔️	?						
A0221	Kảı súq pósūq chủa ba.	Write your name.		✔️	✔️						
A0222	Ché chỉe pa kảı lú kủq ché chỉetūa hóa da.	The learner writes what the teacher says.		✔️	✔️						
A0223	Tủoq ní kảıfūa da.	This desk is heavy.		✔️	✔️						
A0224	Bủ dẻq hỉe jí ní kảıfūa da.	I can't carry this desk.		✔️	✔️						
A0225	Bỏ jí sa shỉ bảorēo kảıfūa ru sa shỉ kủorēo kảıfūa da.	I have a white desk and a black desk.		✔️	✔️						
A0226	Bủ dẻq kảı jí láı da.	I can't write letters (of the alphabet).		✔️	❌						
A0227	Pủ kủq jí mó « Chủa hı rảı súq moq » teo da.	I said "What's your name?".		✔️	✔️						
A0228	Chỉ jí lû bủ hủogāı hó lû kủq súq da.	I think he didn't hear you say anything.		✔️	✔️						
A0229	Kủq súq sa ba.	Say something.		✔️	✔️						
A0230	Hoı kủa pa sảo rı nủı moq.	Is the afermentioned room big or small? 		!	✔️						
A0231	Fỏaq baq nìe ní kủa da.	It's comfortable in this room.		✔️	baq						
A0232	Nỉefā súq níjāo kủa ba.	Go inside that room.		✔️	✔️						
A0233	Pảq go ní jỉo sa sảq kủa da.	This building has three rooms.		✔️	✔️						
A0234	Mả pủ chỏ súq póhō kủa moq.	Did you like his room?		❌	✔️						
A0235	Kủaq kỉe súq hó ba.	Be thankful towards him.		✔️	❌						
A0236	Kủaq kỉe jí ka.	I hereby thank.		✔️	❌						
A0237	Kùı hı rảı bı bủ kủaq shẻo súq moq.	Why aren't you apologizing?		✔️	✔️						
A0238	Kủaq shẻo jí ka.	I hereby apologize.		✔️	?						
A0239	Kủı hóq hı moq.	Why is it?		✔️	✔️						
A0240	Bỏ hó sa pủı gẻo kủe da.	He has many old books.		✔️	✔️						
A0241	Chỏ jí baq kủe kùı pủa lỉechō jí da.	I like books because I enjoy reading.		✔️	baq						
A0242	Jảq chủqkūaı jí nãı da.	I'm very hungry now.		✔️	✔️						
A0243	Mả mảo chủqkūaı súq moq.	Are you also hungry?		!	✔️						
A0244	Jảı jí kùı nâı sa kủaochāq da.	I'm happy because it's Friday.		✔️	?						
A0245	Hı kỉq pa lủ chỏ súq hóa moq.	What movies do you like?		✔️	✔️						
A0246	Fả súqjī sa kỉqjīo ba.	Go to a movie theater.		✔️	✔️						
A0247	Bủ chỏ jí máq kỉq da.	I don't like this movie.		✔️	❌						
A0248	Mẻo hó kùı lû kỉachāq níchāq da.	He's sad because today is a Monday.		✔️	✔️						
A0249	Kỉe jí rào tu chảq kùı mîe jí da.	I am thankful every day because I'm alive.		✔️	✔️						
A0250	Mả bỏ súq sa kỏqpīutā moq.	Do you have a computer?		✔️	❌						
A0251	Dảqfāı lû pójī kỏqpīutā pa sủo da.	My computer is often broken.		✔️	❌						
A0252	Rào kóacāo bı hẻ bảı baq dẻo sa nỉaopōq da.	In winter, children build snowmen.		✔️	❓						
A0253	Rào baq kỏacāo bı hẻ shỏ kỏa baq shỉqhūa da.	In winter, one's nose can get cold.		!	baq						
A0254	Jủa kẻa ní da.	This is a strange machine.		✔️	✔️						
A0255	Mả dẻq súq lî nỏaq ja túq nỉ lảı moq.	Are you capable of reading all of these letters?		✔️	✔️						
A0256	Chủfāq lảo súq hı moq.	What are you waiting for?		✔️	✔️						
A0257	Lảo ba.	Wait.		✔️	❌						
A0258	Shảo jí kûq súq sa lủa da.	I want you to tell a story.		✔️	✔️						
A0259	Sỏq nỉo jí túq mẻmēa pỏjī lủo da.	I'm the youngest in my family.		✔️	❌	!					
A0260	Jảq pảıgī pó póhō lủo da.	His family is very friendly.		✔️	?						
A0261	Dủa jí tâo jí rào lúechāq hı da.	I know what I did on Wednesday.		✔️	✔️						
A0262	Mả pủ kủq jí sa lủaı moq.	Did I say something funny?		✔️	✔️						
A0263	Bủ lủaı hóq da.	It's not funny.		✔️	✔️						
A0264	Rào púchāq bı nỏaq jí sa jảq lủaı da.	Yesterday I read some very funny things.		✔️	✔️						
A0265	Rào baq lỏqcāo bı hẻ gẻı jí sıa jảkē da.	I don't wear jackets in the summer.		✔️	baq						
A0266	Tảolīe jí rào ní lỏqcāo sa pủı gỉ da.	I'll do a lot of fun things thís summer.		✔️	❌						
A0267	Mả rào ní lỏqcāo bı fả hó Fárāqsē moq.	Does he go to France this summer?		✔️	✔️						
A0268	Dủa jí tâo súq hı rảı rào dáqfīa lỏqcāo da.	I know what you did last summer.		✔️	✔️						
A0269	Sa pỏq pa fả rào tu lỏachāq sa jỉaojīo da.	Some people visit a church every Sunday.		✔️	✔️						
A0270	Dảı nảı lỏı hó jí da.	It's possible that he hates me now.		✔️	✔️						
A0271	Lỏı jí baq kỉachāq da.	I hate Mondays.		✔️	baq						
A0272	Lú lẻaqbūa hóa jí pa pảo sa sảq fủ da.	My neighbors are parents of 3.		✔️	✔️						
A0273	Pảı pójī lẻaqbūa jí da.	My neighbors are my friends.		✔️	✔️						
A0274	Mảı jí súq da.	I love you.		✔️	✔️						
A0275	Mả mảı súq jí moq.	Do you love me?		✔️	✔️						
A0276	Tảq mảı ba.	Love yourself.		✔️	❌						
A0277	Mảo lû pủ kảqgāı jí sa tỉqshōaı da.	I also saw a butterfly.		✔️	✔️						
A0278	Mảo dủ sủo máq da.	It, too, seems broken.		✔️	✔️						
A0279	Mả jỏe súq pó shú ‹tủa› moq.	Do you understand "tua"?		✔️	❌						
A0280	Mủıdūa hó sıa küq jí da.	He doesn't understand anything that I say.		✔️	?						
A0281	Mỉ Sảrā ní da.	This is Sarah.		✔️	✔️						
A0282	Mả pảı hó mí Lỉ moq.	Is he friends with Lee?		✔️	❌						
A0283	Mỏaq súq hı lủ rảq hóa hoı chảq moq.	What do you remember of that day?		!	✔️						
A0284	Mỏı jí nãı da.	I'm thinking.		✔️	✔️						
A0285	Jỉ da.	It's me.		✔️	✔️						
A0286	Mả mỉ Lỉ súq moq.	Are you Lee?		✔️	❌						
A0287	Mả tảoshāo fả sa bủ jỉ moq.	Does anybody other than myself intend to go?		✔️	?						
A0288	Bủ sủao mâ mỏıjōe súq da.	It's not important if you are smart.		✔️	?						
A0289	Mỏı jí lû bảokīarēo hẻlū da.	I think of there being a pink elephant.		✔️	?						
A0290	Mỏı shìu tâo ba.	Think before you do.		✔️	❌						
A0291	Ní pa mẻa lú pảı hóa jí da.	This is one of my friends.		✔️	✔️						
A0292	Bủ dủa jí mâ hảı bỉaq lỏq náo da.	I don't know if the water is hot enough already.		✔️	✔️						
A0293	Mả bỉaq lỏq náo moq.	Is the water hot enough?		✔️	✔️						
A0294	Hảı bỉaq lỏq náo da.	The water is already hot enough.		✔️	✔️						
A0295	Dủa jí pû kảqgāı súq hı da.	I know what you saw.		✔️	✔️						
A0296	Tỉa go jío sa shỉ dẻ mẻırīe da.	Behind the building there is a beautiful valley.		✔️	✔️						
A0297	Kùı hı bı mẻo súq moq.	Why are you sad?		✔️	✔️						
A0298	Mẻo jí kùı bû nỉtī súq da.	I'm sad because you aren't here.		✔️	✔️						
A0299	Kảqsī súq ní nảrāqrēo fủq ba.	Look at that orange clothing.		✔️	✔️						
A0300	Pủjāo chẻo chỏakōy hó da.	A long time ago they talked to each other.		!	✔️						
A0301	Bủ nảqfū ní dẻo jí da.	This boy is not my son.		✔️	❌						
A0302	Ní lỉqdēo bı rủaq hó lû fủ hó súq da.	This girl said she was your daughter.		✔️	✔️						
A0303	Nỉe sa pỏq náokūa da.	Someone is in the bathroom.			✔️						
A0304	Tẻa déo kùı nûaqchū da.	The child is scared because it's midnight.			✔️						
A0305	Nủo súq hu bébē ba.	Sleep, baby!			✔️						
A0306	Nủı máq da keo chỏqgī máq da.	It's small but it's useful.			✔️						
A0307	Nẻo púqhō sa sảo nủofūa da.	They are on a big bed.			✔️						
A0308	Bỏ hoı pỏq sıa nủaı da.	The afermentioned people have no money.			✔️						
A0309	Chỏ hó to ru baq nủaı to shú ‹ nủaı › da.	He likes money and the word "money".			baq						
A0310	Nủejī gâq fả jí súq Méhīkō ka.	I hereby promise to go with you to Mexico.			?						
A0311	Hı rảı ní moq.	What is this?			❌						
A0312	Mả shủ ‹ Lỉ › pósūq chủa moq.	Is "Lee" your name?			✔️						
A0313	Bủ mủıdūa jí da.	I don't understand.			✔️						
A0314	Pủ bủaq hó lî mủıdūa sa pỏq pó ja rảı da.	He failed to be understood.			✔️						
A0315	Chẻo kảqgāı súq roı jí nĩqgūo ba.	Let's look at each other again.			✔️						
A0316	Nỉqgūo tảo súq hóq ba.	 Do it again!			✔️						
A0317	Nỉodē níjāo nỉaı da.	That animal is youthful.			❌						
A0318	Ní nỉaı pa bủa tì tî baq nỉao da.	This animal lives where there is snow.			❌						
A0319	Nỏqgāı súq ní pỉsō ba.	Taste this pear.			✔️						
A0320	Sỏqchō súq hı rảı baq shảmū roı baq pỉsō moq.	What's your favorite out of apples and pears?			baq						
A0321	Nỏqgī háq lü lủı bảı súq hóa da.	The food that you have made tastes good.			✔️						
A0322	Nẻo kúe tóqfūa da.	The book is on the table.			✔️						
A0323	Dẻq chỏa bébē shú ‹ mảmā › ru shú ‹ pảpā › da.	The baby can say "mama" and "papa".			✔️						
A0324	Hẻ cả shỏ chủqkūaı chûq da.	Appetite comes with eating.			❌						
A0325	Baq nảo dủı sỉq pa bủe sıa cỉe hẽ da.	Water that is too pure is the home of no fish.			baq						
A0326	Hẻ cả hôegīo shãısīa na nêaqgūaq da.	Sunshine all the time makes a desert.			?						
